url,name,rating,review_count,price
https://www.yelp.com/biz/teddy-rice-isla-vista?osq=Restaurants,Teddy Rice,5.0,19,
https://www.yelp.com/biz/santa-playa-mariscos-santa-barbara-2?osq=Restaurants,Santa Playa Mariscos,5.0,12,
https://www.yelp.com/biz/creperia-el-chisme-santa-barbara-5?osq=Restaurants,Creperia El Chisme,5.0,5,
https://www.yelp.com/biz/taste-makers-market-summerland?osq=Restaurants,Taste Makers Market,5.0,1,
https://www.yelp.com/biz/cheverez-seafoods-santa-barbara?osq=Restaurants,Cheverez Seafoods,5.0,1,
https://www.yelp.com/biz/considered-santa-barbara-3?osq=Restaurants,Considered,5.0,1,
https://www.yelp.com/biz/java-del-mar-santa-barbara-2?osq=Restaurants,Java del Mar,5.0,1,
https://www.yelp.com/biz/villa-wine-bar-and-kitchen-santa-barbara-2?osq=Restaurants,Villa Wine Bar & Kitchen,4.9,97,$$
https://www.yelp.com/biz/kool-runninz-sb-santa-barbara?osq=Restaurants,Kool Runninz SB,4.9,14,
https://www.yelp.com/biz/aperitivo-santa-barbara?osq=Restaurants,Aperitivo,4.8,139,
https://www.yelp.com/biz/zocalo-isla-vista?osq=Restaurants,Zocalo,4.8,137,$$
https://www.yelp.com/biz/mezza-thyme-santa-barbara?osq=Restaurants,Mezza Thyme,4.8,89,
https://www.yelp.com/biz/pang-zi-noodle-shop-goleta?osq=Restaurants,Pang Zi Noodle Shop,4.8,72,$$
https://www.yelp.com/biz/goodland-waffles-and-melts-santa-barbara?osq=Restaurants,Goodland Waffles & Melts,4.8,39,
https://www.yelp.com/biz/happy-cat-eats-santa-barbara?osq=Restaurants,Happy Cat Eats,4.8,32,
https://www.yelp.com/biz/silvers-omakase-santa-barbara?osq=Restaurants,Silvers Omakase,4.8,30,
https://www.yelp.com/biz/mylestone-bbq-goleta?osq=Restaurants,Mylestone BBQ,4.8,17,
https://www.yelp.com/biz/big-ts-deli-santa-barbara?osq=Restaurants,Big T’s Deli,4.8,6,
https://www.yelp.com/biz/buena-onda-santa-barbara-4?osq=Restaurants,Buena Onda,4.7,723,$$
https://www.yelp.com/biz/cristinos-bakery-goleta-2?osq=Restaurants,Cristino’s Bakery,4.7,306,$$
https://www.yelp.com/biz/ma%C3%ADz-picante-santa-barbara?osq=Restaurants,Maíz Picante,4.7,245,$$
https://www.yelp.com/biz/indian-tandoori-kingdom-santa-barbara?osq=Restaurants,Indian Tandoori Kingdom,4.7,241,$$
https://www.yelp.com/biz/the-daisy-restaurant-santa-barbara-2?osq=Restaurants,The Daisy Restaurant,4.7,240,$$
https://www.yelp.com/biz/yoichis-santa-barbara?osq=Restaurants,Yoichi’s,4.7,225,$$$$
https://www.yelp.com/biz/validation-ale-santa-barbara?osq=Restaurants,Validation Ale,4.7,139,$$
https://www.yelp.com/biz/rodeo-room-santa-barbara?osq=Restaurants,Rodeo Room,4.7,115,$$
https://www.yelp.com/biz/the-sando-truck-santa-barbara?osq=Restaurants,The Sando Truck,4.7,19,
https://www.yelp.com/biz/oak-and-fire-santa-barbara?osq=Restaurants,Oak And Fire,4.7,3,
https://www.yelp.com/biz/east-beach-tacos-santa-barbara?osq=Restaurants,East Beach Tacos,4.6,1184,$$
https://www.yelp.com/biz/monys-mexican-food-santa-barbara?osq=Restaurants,Mony’s Mexican Food,4.6,923,$$
https://www.yelp.com/biz/alessia-patisserie-and-cafe-santa-barbara-2?osq=Restaurants,Alessia Patisserie & Cafe,4.6,448,$$
https://www.yelp.com/biz/tharios-kitchen-carpinteria?osq=Restaurants,Thario’s Kitchen,4.6,238,$$
https://www.yelp.com/biz/satellite-santa-barbara?osq=Restaurants,Satellite,4.6,236,$$
https://www.yelp.com/biz/sushi-by-scratch-restaurants-montecito-montecito?osq=Restaurants,Sushi by Scratch Restaurants: Montecito,4.6,175,$$$$
https://www.yelp.com/biz/saint-bibiana-santa-barbara?osq=Restaurants,Saint Bibiana,4.6,127,
https://www.yelp.com/biz/lilac-montecito-montecito?osq=Restaurants,Lilac Montecito,4.6,52,
https://www.yelp.com/biz/yummy-thai-restaurant-goleta?osq=Restaurants,Yummy Thai Restaurant,4.6,47,
https://www.yelp.com/biz/alma-fonda-fina-santa-barbara?osq=Restaurants,Alma Fonda Fina,4.6,35,
https://www.yelp.com/biz/the-ellwood-goleta-3?osq=Restaurants,The Ellwood,4.6,28,
https://www.yelp.com/biz/the-waterline-santa-barbara?osq=Restaurants,The Waterline,4.6,13,$$
https://www.yelp.com/biz/aegean-neotaverna-santa-barbara?osq=Restaurants,Aegean Neotaverna,4.6,8,
https://www.yelp.com/biz/los-agaves-santa-barbara?osq=Restaurants,Los Agaves,4.5,4497,$$
https://www.yelp.com/biz/toma-restaurant-and-bar-santa-barbara?osq=Restaurants,Toma Restaurant & Bar,4.5,1401,$$$
https://www.yelp.com/biz/corazon-cocina-santa-barbara-2?osq=Restaurants,Corazon Cocina,4.5,1061,$$
https://www.yelp.com/biz/breeosh-montecito-santa-barbara-2?osq=Restaurants,Bree’osh - Montecito,4.5,615,$$
https://www.yelp.com/biz/secret-bao-santa-barbara?osq=Restaurants,Secret Bao,4.5,592,$$
https://www.yelp.com/biz/daves-dogs-grill-santa-barbara?osq=Restaurants,Dave’s Dogs Grill,4.5,482,$$
https://www.yelp.com/biz/taqueria-cuernavaca-santa-barbara?osq=Restaurants,Taqueria Cuernavaca,4.5,465,$$
https://www.yelp.com/biz/home-plate-grill-goleta-2?osq=Restaurants,Home Plate Grill,4.5,331,$$
https://www.yelp.com/biz/la-paloma-cafe-santa-barbara?osq=Restaurants,La Paloma Cafe,4.5,274,$$$
https://www.yelp.com/biz/chois-oriental-market-santa-barbara?osq=Restaurants,Choi’s Oriental Market,4.5,253,$$
https://www.yelp.com/biz/bossies-kitchen-santa-barbara?osq=Restaurants,Bossie’s Kitchen,4.5,199,$$
https://www.yelp.com/biz/santa-barbara-fish-market-and-restaurant-goleta-goleta?osq=Restaurants,Santa Barbara Fish Market and Restaurant - Goleta,4.5,117,$$
https://www.yelp.com/biz/elubias-kitchen-goleta?osq=Restaurants,Elubia’s Kitchen,4.5,113,
https://www.yelp.com/biz/backstage-restaurant-and-bar-santa-barbara?osq=Restaurants,Backstage Restaurant & Bar,4.5,95,
https://www.yelp.com/biz/tamar-santa-barbara?osq=Restaurants,Tamar,4.5,74,$$
https://www.yelp.com/biz/three-monkeys-santa-barbara?osq=Restaurants,Three Monkeys,4.5,66,$$
https://www.yelp.com/biz/kaz-to-go-santa-barbara?osq=Restaurants,Kaz To-Go,4.5,20,
https://www.yelp.com/biz/thai-kitchen-santa-barbara-2?osq=Restaurants,Thai Kitchen,4.5,10,
https://www.yelp.com/biz/lure-fish-house-santa-barbara?osq=Restaurants,Lure Fish House,4.4,2024,$$
https://www.yelp.com/biz/bouchon-santa-barbara?osq=Restaurants,Bouchon,4.4,1713,$$$
https://www.yelp.com/biz/loquita-santa-barbara-2?osq=Restaurants,Loquita,4.4,1557,$$$
https://www.yelp.com/biz/lillys-tacos-santa-barbara-2?osq=Restaurants,Lilly’s Tacos,4.4,1446,$
https://www.yelp.com/biz/the-black-sheep-sb-brasserie-santa-barbara?osq=Restaurants,The Black Sheep “SB Brasserie”,4.4,1258,$$$
https://www.yelp.com/biz/padaro-beach-grill-carpinteria?osq=Restaurants,Padaro Beach Grill,4.4,1203,$$
https://www.yelp.com/biz/nikka-ramen-goleta-2?osq=Restaurants,Nikka Ramen,4.4,829,$$
https://www.yelp.com/biz/the-blue-owl-santa-barbara?osq=Restaurants,The Blue Owl,4.4,763,$$
https://www.yelp.com/biz/lillys-tacos-goleta?osq=Restaurants,Lilly’s Tacos,4.4,665,$
https://www.yelp.com/biz/barbare%C3%B1o-santa-barbara?osq=Restaurants,Barbareño,4.4,571,$$$
https://www.yelp.com/biz/stonehouse-restaurant-santa-barbara-2?osq=Restaurants,The Stonehouse Restaurant,4.4,464,$$$$
https://www.yelp.com/biz/sun-sushi-santa-barbara?osq=Restaurants,Sun Sushi,4.4,447,$$
https://www.yelp.com/biz/live-oak-cafe-santa-barbara?osq=Restaurants,Live Oak Cafe,4.4,374,$$
https://www.yelp.com/biz/shang-hai-santa-barbara-2?osq=Restaurants,Shang Hai,4.4,280,$$
